SESSION_ID,USER,FEATURE,DenialCount,DateOnly,MonthYear,IN_TIME,OUT_TIME,DURATION_HOURS,AVERAGE_HOURS_PER_USER
17,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 13:40:53,2024-03-21 14:02:14,0.35583333333333333,149.63319444444443
18,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 14:10:10,2024-03-21 14:33:50,0.39444444444444443,149.63319444444443
19,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 14:35:31,2024-03-21 14:35:47,0.0044444444444444444,149.63319444444443
20,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 14:49:56,2024-03-21 15:11:24,0.35777777777777775,149.63319444444443
21,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 15:25:02,2024-03-21 15:53:35,0.47583333333333333,149.63319444444443
22,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 16:22:57,2024-03-21 18:16:35,1.893888888888889,149.63319444444443
23,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 18:31:39,2024-03-21 22:51:29,4.330555555555556,149.63319444444443
24,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 22:52:02,2024-03-21 22:53:51,0.03027777777777778,149.63319444444443
25,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 22:56:00,2024-03-21 22:56:57,0.015833333333333335,149.63319444444443
26,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 22:59:20,2024-03-21 22:59:44,0.006666666666666667,149.63319444444443
27,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 23:44:26,2024-03-21 23:48:38,0.07,149.63319444444443
28,FMoma,elec_solve_hfss,0,2024-03-21,2024-03,2024-03-21 23:58:08,2024-03-22 00:22:25,0.4047222222222222,149.63319444444443
29,FMoma,elec_solve_hfss,0,2024-03-22,2024-03,2024-03-22 00:36:07,2024-03-22 00:42:54,0.11305555555555556,149.63319444444443
30,FMoma,elec_solve_hfss,0,2024-03-22,2024-03,2024-03-22 00:50:47,2024-03-22 01:01:23,0.17666666666666667,149.63319444444443
31,FMoma,elec_solve_hfss,0,2024-03-22,2024-03,2024-03-22 01:09:57,2024-03-25 15:54:05,86.73555555555555,149.63319444444443
32,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 16:05:04,2024-03-25 18:23:59,2.3152777777777778,149.63319444444443
33,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 18:37:06,2024-03-25 19:27:37,0.8419444444444445,149.63319444444443
34,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 19:41:43,2024-03-25 19:58:28,0.2791666666666667,149.63319444444443
35,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 20:04:56,2024-03-25 21:15:28,1.1755555555555555,149.63319444444443
36,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 21:29:17,2024-03-25 22:13:32,0.7375,149.63319444444443
37,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 22:27:35,2024-03-25 23:00:06,0.5419444444444445,149.63319444444443
38,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 23:04:56,2024-03-25 23:08:22,0.05722222222222222,149.63319444444443
39,FMoma,elec_solve_hfss,0,2024-03-25,2024-03,2024-03-25 23:15:39,2024-03-21 14:00:36,0.0,149.63319444444443
40,FMoma,elec_solve_icepak,0,2024-03-21,2024-03,2024-03-21 14:10:10,2024-03-21 15:09:34,0.99,149.63319444444443
41,FMoma,elec_solve_icepak,0,2024-03-21,2024-03,2024-03-21 15:25:02,2024-03-22 00:41:42,9.277777777777779,149.63319444444443
42,FMoma,elec_solve_icepak,0,2024-03-22,2024-03,2024-03-22 00:42:30,2024-03-22 00:42:33,0.0008333333333333334,149.63319444444443
43,FMoma,elec_solve_icepak,0,2024-03-22,2024-03,2024-03-22 00:50:47,2024-03-25 18:22:53,89.535,149.63319444444443
44,FMoma,elec_solve_icepak,0,2024-03-25,2024-03,2024-03-25 18:23:36,2024-03-25 18:23:39,0.0008333333333333334,149.63319444444443
45,FMoma,elec_solve_icepak,0,2024-03-25,2024-03,2024-03-25 18:37:07,2024-03-25 19:26:22,0.8208333333333333,149.63319444444443
46,FMoma,elec_solve_icepak,0,2024-03-25,2024-03,2024-03-25 19:27:12,2024-03-25 19:27:16,0.0011111111111111111,149.63319444444443
47,FMoma,elec_solve_icepak,0,2024-03-25,2024-03,,,0.0,149.63319444444443
48,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 06:27:26,2024-03-21 08:16:35,1.8191666666666666,149.63319444444443
49,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 09:38:27,2024-03-21 10:13:35,0.5855555555555556,149.63319444444443
50,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 10:15:55,2024-03-21 10:16:21,0.007222222222222222,149.63319444444443
51,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 10:30:29,2024-03-21 10:30:54,0.006944444444444444,149.63319444444443
52,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 10:51:04,2024-03-21 10:54:05,0.050277777777777775,149.63319444444443
53,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 10:59:56,2024-03-21 11:00:33,0.010277777777777778,149.63319444444443
54,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 11:25:41,2024-03-21 12:10:35,0.7483333333333333,149.63319444444443
55,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:10:55,2024-03-21 12:19:07,0.13666666666666666,149.63319444444443
56,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:19:28,2024-03-21 12:21:53,0.04027777777777778,149.63319444444443
57,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:22:14,2024-03-21 12:23:59,0.029166666666666667,149.63319444444443
58,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:24:25,2024-03-21 12:24:59,0.009444444444444445,149.63319444444443
59,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:25:25,2024-03-21 12:29:20,0.06527777777777778,149.63319444444443
60,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:29:56,2024-03-21 12:30:15,0.005277777777777778,149.63319444444443
61,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:45:51,2024-03-21 12:59:42,0.23083333333333333,149.63319444444443
62,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 12:59:54,2024-03-21 13:02:41,0.04638888888888889,149.63319444444443
63,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 13:02:54,2024-03-21 13:32:14,0.4888888888888889,149.63319444444443
64,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 13:40:53,2024-03-21 14:00:36,0.32861111111111113,149.63319444444443
65,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 14:10:10,2024-03-21 14:33:51,0.3947222222222222,149.63319444444443
66,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 14:35:31,2024-03-21 14:35:47,0.0044444444444444444,149.63319444444443
67,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 14:49:56,2024-03-21 15:09:35,0.3275,149.63319444444443
68,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:25:02,2024-03-21 15:53:35,0.47583333333333333,149.63319444444443
69,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 16:22:57,2024-03-21 18:16:35,1.893888888888889,149.63319444444443
70,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 18:31:39,2024-03-21 22:51:33,4.331666666666667,149.63319444444443
71,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 22:52:02,2024-03-21 22:53:54,0.03111111111111111,149.63319444444443
72,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 22:56:00,2024-03-21 22:57:01,0.016944444444444446,149.63319444444443
73,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 22:59:20,2024-03-21 22:59:47,0.0075,149.63319444444443
74,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 23:44:26,2024-03-21 23:48:39,0.07027777777777777,149.63319444444443
75,FMoma,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 23:58:08,2024-03-22 00:22:29,0.4058333333333333,149.63319444444443
76,FMoma,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 00:36:07,2024-03-22 00:41:44,0.09361111111111112,149.63319444444443
77,FMoma,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 00:42:30,2024-03-22 00:42:36,0.0016666666666666668,149.63319444444443
78,FMoma,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 00:50:47,2024-03-22 01:01:24,0.17694444444444443,149.63319444444443
79,FMoma,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 01:09:57,2024-03-25 10:45:57,81.6,149.63319444444443
80,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 10:47:13,2024-03-25 10:58:36,0.1897222222222222,149.63319444444443
81,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 10:59:59,2024-03-25 15:54:05,4.901666666666666,149.63319444444443
82,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 16:05:04,2024-03-25 18:22:55,2.2975,149.63319444444443
83,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 18:23:36,2024-03-25 18:23:43,0.0019444444444444444,149.63319444444443
84,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 18:37:07,2024-03-25 19:26:24,0.8213888888888888,149.63319444444443
85,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 19:27:12,2024-03-25 19:27:18,0.0016666666666666668,149.63319444444443
86,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 19:41:43,2024-03-25 19:58:32,0.2802777777777778,149.63319444444443
87,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 20:04:57,2024-03-25 21:15:31,1.176111111111111,149.63319444444443
88,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 21:29:17,2024-03-25 22:13:36,0.7386111111111111,149.63319444444443
89,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 22:27:35,2024-03-25 23:00:08,0.5425,149.63319444444443
90,FMoma,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 23:04:56,2024-03-25 23:08:24,0.057777777777777775,149.63319444444443
91,FMoma,elec_solve_level1,0,2024-03-25,2024-03,,,0.0,149.63319444444443
92,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 06:27:26,2024-03-21 08:16:35,1.8191666666666666,149.63319444444443
93,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 09:38:27,2024-03-21 10:13:35,0.5855555555555556,149.63319444444443
94,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 10:15:55,2024-03-21 10:16:20,0.006944444444444444,149.63319444444443
95,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 10:30:29,2024-03-21 10:30:54,0.006944444444444444,149.63319444444443
96,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 10:51:04,2024-03-21 10:54:05,0.050277777777777775,149.63319444444443
97,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 10:59:56,2024-03-21 11:00:33,0.010277777777777778,149.63319444444443
98,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 11:25:41,2024-03-21 12:10:35,0.7483333333333333,149.63319444444443
99,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:10:55,2024-03-21 12:19:07,0.13666666666666666,149.63319444444443
100,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:19:28,2024-03-21 12:21:53,0.04027777777777778,149.63319444444443
101,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:22:14,2024-03-21 12:23:59,0.029166666666666667,149.63319444444443
102,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:24:25,2024-03-21 12:24:59,0.009444444444444445,149.63319444444443
103,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:25:25,2024-03-21 12:29:20,0.06527777777777778,149.63319444444443
104,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:29:56,2024-03-21 12:30:15,0.005277777777777778,149.63319444444443
105,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:45:50,2024-03-21 12:59:42,0.2311111111111111,149.63319444444443
106,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 12:59:54,2024-03-21 13:02:41,0.04638888888888889,149.63319444444443
107,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 13:02:54,2024-03-21 13:32:14,0.4888888888888889,149.63319444444443
108,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 13:40:53,2024-03-21 14:00:36,0.32861111111111113,149.63319444444443
109,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 14:10:10,2024-03-21 14:33:51,0.3947222222222222,149.63319444444443
110,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 14:35:31,2024-03-21 14:35:47,0.0044444444444444444,149.63319444444443
111,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 14:49:56,2024-03-21 15:09:34,0.32722222222222225,149.63319444444443
112,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 15:25:02,2024-03-21 15:53:35,0.47583333333333333,149.63319444444443
113,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 16:22:57,2024-03-21 18:16:35,1.893888888888889,149.63319444444443
114,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 18:31:39,2024-03-21 22:51:31,4.331111111111111,149.63319444444443
115,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 22:52:02,2024-03-21 22:53:51,0.03027777777777778,149.63319444444443
116,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 22:56:00,2024-03-21 22:57:00,0.016666666666666666,149.63319444444443
117,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 22:59:20,2024-03-21 22:59:46,0.007222222222222222,149.63319444444443
118,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 23:44:26,2024-03-21 23:48:39,0.07027777777777777,149.63319444444443
119,FMoma,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 23:58:08,2024-03-22 00:22:27,0.4052777777777778,149.63319444444443
120,FMoma,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 00:36:07,2024-03-22 00:41:43,0.09333333333333334,149.63319444444443
121,FMoma,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 00:42:30,2024-03-22 00:42:36,0.0016666666666666668,149.63319444444443
122,FMoma,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 00:50:47,2024-03-22 01:01:23,0.17666666666666667,149.63319444444443
123,FMoma,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 01:09:57,2024-03-25 10:45:57,81.6,149.63319444444443
124,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 10:47:13,2024-03-25 10:58:36,0.1897222222222222,149.63319444444443
125,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 10:59:59,2024-03-25 15:54:05,4.901666666666666,149.63319444444443
126,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 16:05:04,2024-03-25 18:22:54,2.297222222222222,149.63319444444443
127,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 18:23:36,2024-03-25 18:23:41,0.001388888888888889,149.63319444444443
128,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 18:37:07,2024-03-25 19:26:24,0.8213888888888888,149.63319444444443
129,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 19:27:12,2024-03-25 19:27:16,0.0011111111111111111,149.63319444444443
130,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 19:41:43,2024-03-25 19:58:31,0.28,149.63319444444443
131,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 20:04:57,2024-03-25 21:15:30,1.1758333333333333,149.63319444444443
132,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 21:29:17,2024-03-25 22:13:36,0.7386111111111111,149.63319444444443
133,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 22:27:35,2024-03-25 23:00:08,0.5425,149.63319444444443
134,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 23:04:56,2024-03-25 23:08:24,0.057777777777777775,149.63319444444443
135,FMoma,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 23:15:40,2024-03-25 10:45:56,0.0,149.63319444444443
136,FMoma,elec_solve_q3d,0,2024-03-25,2024-03,2024-03-25 10:47:13,2024-03-25 10:58:36,0.1897222222222222,149.63319444444443
137,FMoma,elec_solve_q3d,0,2024-03-25,2024-03,,,0.0,149.63319444444443
138,FMoma,electronics3d_gui,0,2024-03-21,2024-03,2024-03-21 06:27:43,2024-03-21 07:20:09,0.8738888888888889,149.63319444444443
139,FMoma,electronics3d_gui,1,2024-03-21,2024-03,2024-03-21 16:25:07,2024-03-21 18:12:37,1.7916666666666667,149.63319444444443
140,FMoma,electronics3d_gui,1,2024-03-22,2024-03,2024-03-22 02:16:38,2024-03-22 07:42:00,5.422777777777778,149.63319444444443
141,FMoma,electronics3d_gui,0,2024-03-22,2024-03,2024-03-22 12:31:27,2024-03-25 08:20:28,67.81694444444445,149.63319444444443
142,FMoma,electronics3d_gui,1,2024-03-25,2024-03,2024-03-25 16:23:32,2024-03-25 18:07:31,1.7330555555555556,149.63319444444443
143,FMoma,electronics3d_gui,0,2024-03-26,2024-03,2024-03-26 04:06:19,2024-03-26 06:29:55,2.3933333333333335,149.63319444444443
144,FMoma,electronics3d_gui,0,2024-03-26,2024-03,,,0.0,149.63319444444443
145,FMoma,electronics_desktop,0,2024-03-21,2024-03,2024-03-21 06:27:46,2024-03-21 07:19:06,0.8555555555555555,149.63319444444443
146,FMoma,electronics_desktop,0,2024-03-21,2024-03,2024-03-21 07:19:36,2024-03-21 07:19:40,0.0011111111111111111,149.63319444444443
147,FMoma,electronics_desktop,1,2024-03-21,2024-03,2024-03-21 16:25:20,2024-03-21 18:12:10,1.7805555555555554,149.63319444444443
148,FMoma,electronics_desktop,1,2024-03-22,2024-03,2024-03-22 02:16:38,2024-03-22 07:39:21,5.378611111111111,149.63319444444443
149,FMoma,electronics_desktop,0,2024-03-22,2024-03,2024-03-22 12:31:27,2024-03-25 08:20:01,67.80944444444444,149.63319444444443
150,FMoma,electronics_desktop,1,2024-03-25,2024-03,2024-03-25 16:23:40,2024-03-25 18:07:10,1.725,149.63319444444443
151,FMoma,electronics_desktop,0,2024-03-26,2024-03,2024-03-26 04:06:19,2024-03-21 16:02:42,0.0,149.63319444444443
152,FMoma,electronicsckt_gui,0,2024-03-21,2024-03,2024-03-21 16:23:05,2024-03-22 16:01:55,23.647222222222222,149.63319444444443
153,NCzaja,elec_solve_icepak,0,2024-03-22,2024-03,2024-03-22 16:02:29,2024-03-22 16:02:51,0.006111111111111111,9.20861111111111
154,NCzaja,elec_solve_icepak,0,2024-03-22,2024-03,2024-03-22 16:03:34,2024-03-22 13:31:09,0.0,9.20861111111111
155,NCzaja,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 13:31:36,2024-03-22 13:37:19,0.09527777777777778,9.20861111111111
156,NCzaja,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 13:37:39,2024-03-22 16:01:55,2.4044444444444446,9.20861111111111
157,NCzaja,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 16:02:29,2024-03-22 16:02:51,0.006111111111111111,9.20861111111111
158,NCzaja,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 16:03:34,2024-03-22 13:31:08,0.0,9.20861111111111
159,NCzaja,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 13:31:36,2024-03-22 13:37:19,0.09527777777777778,9.20861111111111
160,NCzaja,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 13:37:39,2024-03-22 16:01:55,2.4044444444444446,9.20861111111111
161,NCzaja,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 16:02:29,2024-03-22 16:02:51,0.006111111111111111,9.20861111111111
162,NCzaja,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 16:03:34,2024-03-22 13:31:08,0.0,9.20861111111111
163,NCzaja,elec_solve_q3d,0,2024-03-22,2024-03,2024-03-22 13:31:36,2024-03-22 13:37:19,0.09527777777777778,9.20861111111111
164,NCzaja,elec_solve_q3d,0,2024-03-22,2024-03,2024-03-22 13:37:39,2024-03-22 13:26:05,0.0,9.20861111111111
165,NCzaja,electronics3d_gui,0,2024-03-22,2024-03,2024-03-22 13:41:32,2024-03-22 15:44:38,2.0516666666666667,9.20861111111111
166,NCzaja,electronics3d_gui,1,2024-03-22,2024-03,2024-03-22 16:04:13,2024-03-22 13:25:41,0.0,9.20861111111111
167,NCzaja,electronics_desktop,0,2024-03-22,2024-03,2024-03-22 13:41:33,2024-03-22 15:44:11,2.043888888888889,9.20861111111111
168,NCzaja,electronics_desktop,1,2024-03-22,2024-03,2024-03-22 16:04:14,2024-03-21 15:37:16,0.0,9.20861111111111
169,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:38:13,2024-03-21 15:38:21,0.0022222222222222222,122.22194444444443
170,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:38:43,2024-03-21 15:39:35,0.014444444444444444,122.22194444444443
171,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:40:17,2024-03-21 15:40:52,0.009722222222222222,122.22194444444443
172,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:41:16,2024-03-21 15:47:55,0.11083333333333334,122.22194444444443
173,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 15:48:23,2024-03-21 16:23:59,0.5933333333333334,122.22194444444443
174,TBetre,elec_solve_level1,0,2024-03-21,2024-03,2024-03-21 16:24:14,2024-03-22 11:41:07,19.281388888888888,122.22194444444443
175,TBetre,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 11:42:05,2024-03-22 11:42:13,0.0022222222222222222,122.22194444444443
176,TBetre,elec_solve_level1,0,2024-03-22,2024-03,2024-03-22 11:42:39,2024-03-25 08:17:29,68.58055555555555,122.22194444444443
177,TBetre,elec_solve_level1,0,2024-03-25,2024-03,2024-03-25 08:18:48,2024-03-25 08:18:56,0.0022222222222222222,122.22194444444443
178,TBetre,elec_solve_level1,1,2024-03-25,2024-03,2024-03-25 08:22:12,2024-03-21 15:37:16,0.0,122.22194444444443
179,TBetre,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 15:38:13,2024-03-21 15:38:21,0.0022222222222222222,122.22194444444443
180,TBetre,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 15:38:43,2024-03-21 15:39:35,0.014444444444444444,122.22194444444443
181,TBetre,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 15:40:17,2024-03-21 15:40:52,0.009722222222222222,122.22194444444443
182,TBetre,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 15:41:16,2024-03-21 15:47:55,0.11083333333333334,122.22194444444443
183,TBetre,elec_solve_level2,1,2024-03-21,2024-03,2024-03-21 15:48:23,2024-03-21 16:23:59,0.5933333333333334,122.22194444444443
184,TBetre,elec_solve_level2,0,2024-03-21,2024-03,2024-03-21 16:24:14,2024-03-22 11:41:07,19.281388888888888,122.22194444444443
185,TBetre,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 11:42:05,2024-03-22 11:42:13,0.0022222222222222222,122.22194444444443
186,TBetre,elec_solve_level2,0,2024-03-22,2024-03,2024-03-22 11:42:39,2024-03-25 08:17:29,68.58055555555555,122.22194444444443
187,TBetre,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 08:18:48,2024-03-25 08:18:56,0.0022222222222222222,122.22194444444443
188,TBetre,elec_solve_level2,0,2024-03-25,2024-03,2024-03-25 08:22:12,2024-03-21 08:36:05,0.0,122.22194444444443
189,TBetre,elec_solve_level3,0,2024-03-21,2024-03,2024-03-21 08:36:05,2024-03-21 15:37:16,7.019722222222223,122.22194444444443
190,TBetre,elec_solve_level3,0,2024-03-21,2024-03,2024-03-21 15:38:13,2024-03-21 15:38:21,0.0022222222222222222,122.22194444444443
191,TBetre,elec_solve_level3,0,2024-03-21,2024-03,2024-03-21 15:38:43,2024-03-21 15:39:35,0.014444444444444444,122.22194444444443
192,TBetre,elec_solve_level3,0,2024-03-21,2024-03,2024-03-21 15:40:17,2024-03-21 15:40:52,0.009722222222222222,122.22194444444443
